Judul_cleaned,Isi_cleaned,Kategori
"['mengutuk', 'hamas', 'pemimpin', 'islam', 'bertanggung', 'genosida', 'gaza']","['gaza', 'pemimpin', 'negaranegara', 'islam', 'setahun', 'berwacana', 'berdialektika', 'berbicara', 'kekejaman', 'israel', 'gaza', '.', 'mengutuk', 'mengecam', 'tindakan', 'keji', 'israel', '.', 'bertindak', 'banyak.bosan', 'kutukan', 'kecaman', 'negaranegara', 'islam', 'hamas', 'hamas', 'menyerukan', 'pemimpin', 'arab', 'islam', 'menegakkan', 'tanggung', 'perang', 'genosida', 'gaza', 'pemimpin', 'negaranegara', 'arab', 'islam', 'menegakkan', 'tanggung', 'menyetujui', 'pernyataan', 'kutukan', 'hamas', 'dilansir', 'middle', 'east', 'monitor', '.', 'gerakan', 'mendesak', ':', 'mengambil', 'tindakan', 'menghentikan', 'perang', 'genosida', 'pembersihan', 'etnis', 'dialami', 'rakyat', '.', 'gerakan', 'pernyataan', 'pers', 'diterima', 'quds', 'press', 'penyerbuan', 'rumah', 'sakit', 'martir', 'kamal', 'adwan', 'proyek', 'beit', 'lahia', 'tentara', 'pendudukan', 'teroris', 'kejahatan', 'perang', 'pelanggaran', 'terangterangan', 'hukum', 'internasional', '.', 'baca', 'serangan', 'israel', 'iran', 'dianggap', 'gagal', 'alasannya', 'pemerintah', 'pendudukan', 'zionis', 'perang', 'genosida', 'jalur', 'gaza', 'utara', 'mempedulikan', 'akibat', 'dukungan', 'perlindungan', 'penuh', 'pemerintah', 'as', 'tambahnya.gerakan', 'menekankan', 'pembantaian', 'jalur', 'gaza', 'utara', 'pemboman', 'kriminal', 'difokuskan', 'rumahrumah', 'pembongkaran', 'blokblok', 'perumahan', 'penghuninya', 'desakan', 'zionis', 'kampanye', 'pembersihan', 'etnis', 'dilakukannya', 'jalur', 'gaza', 'utara.hamas', 'menyerukan', 'pemimpin', 'negara', 'arab', 'islam', 'meneguhkan', 'tanggung', 'melindungi', 'rakyat', 'palestina', '.', 'pemimpin', 'islam', 'puas', 'pernyataan', 'kutukan', 'bertindak', 'menghentikan', 'perang', 'genosida', 'pembersihan', 'etnis.hamas', 'mengkritik', ':', 'masyarakat', 'internasional', 'lembagalembaganya', 'bungkam', 'kejahatankejahatan', 'memikul', 'tanggung', 'politik', 'moral', 'kelanjutannya', 'keruntuhan', 'disaksikan', 'dunia', 'sistem', 'nilainilai', 'hukum', 'mengaturnya', 'pelanggaranpelanggaran', 'zionis', 'meluas', '.', 'lihat', ':', 'padang', 'mahsyar', 'dunia', 'palestina', 'dalilnya', 'ahm']",internasional
"['laporan', 'media', 'iran', ':', 'pangkalan', 'militer', 'barat', 'teheran', 'diserang', 'israel']","['teheran', 'kantor', 'berita', 'tasnim', 'iran', 'ledakan', 'dilaporkan', 'kantor', 'pusat', 'militer', 'garda', 'revolusi', 'sebelah', 'barat', 'barat', 'daya', 'teheran.suara', 'terdengar', 'terkait', 'keterlibatan', 'pertahanan', 'udara', 'tentara', 'teheran', 'tanggapan', 'serangan', 'israel', 'laporan', 'mengutip', 'sumber', '.', 'informasi', 'tambahan', 'alasan', 'suara', 'ledakan', 'diumumkan', 'papar', 'sumber', 'itu.loud', 'sirens', 'were', 'heard', 'in', 'sadeghiyeh', 'aryashahr', 'neighborhood', 'in', 'western', 'tehran', 'as', 'israel', 'started', 'its', 'airstrikes', 'a', 'video', 'obtained', 'by', 'iranintlen', 'shows', '.', 'pic.twitter.comvpagculy', 'iran', 'international', 'english', 'iranintlen', 'october', 'laporan', 'kantor', 'berita', 'fars', 'pangkalan', 'militer', 'sebelah', 'barat', 'barat', 'daya', 'kota', 'iran', 'sasaran', 'serangan', 'israel', 'penyelidikan', 'awal.foad', 'izadi', 'profesor', 'madya', 'studi', 'dunia', 'universitas', 'teheran', 'berbicara', 'al', 'jazeera', 'kota', 'iran.dia', 'kota', 'teheran', 'tenang', 'sekarang.sekitar', 'pagi', 'teheran', 'aktivitas', 'gerakan', 'dia.dia', 'kota', 'berfungsi', 'serangan', 'serangan', '.', 'direktur', 'bandara', 'internasional', 'imam', 'khomeini', 'teheran', 'bandara', 'beroperasi', 'sesuai', 'jadwal', 'insiden', 'keamanan', 'dilaporkan', 'laporan', 'rekanrekan', 'al', 'jazeera', 'arabic', '.', 'baca', 'israel', 'luncurkan', 'serangan', 'iran', 'ledakan', 'terdengar', 'teheran', 'lihat', ':', 'hassan', 'nasrallah', 'pemimpin', 'hizbullah', 'keturunan', 'nabi', 'muhammad', 'sya']",internasional
"['retreat', 'mentanwamentan', 'kesan', 'akmil', 'magelang']","['magelang', 'menteri', 'pertanian', 'mentan', 'andi', 'amran', 'sulaiman', 'wakil', 'menteri', 'pertanian', 'wamentan', 'sudaryono', 'kesannya', 'merampungkan', 'retreat', 'kabinet', 'merah', 'putih', '.', 'kompak', 'kabinet', 'merah', 'putih', 'kompak', 'mentan', 'amran', 'meninggalkan', 'kompleks', 'akademi', 'militer', 'akmil', 'magelang', 'jawa', 'minggu', '.amran', 'pelatihan', 'menguatkan', 'kebersamaan', 'pejabat', 'kabinet', 'merah', 'putih', 'memantapkan', 'komitmen', 'mewujudkan', 'citacita', 'bangsa', '.', 'pembekalan', 'komitmen', 'hati', 'penuh', 'integritas', 'kekompakan', 'komando', 'presiden', 'prabowo', 'ujarnya.sepakat', 'mentan', 'amran', 'wamentan', 'sudaryono', 'mengaku', 'bersemangat', 'menjalankan', 'pemerintahan', 'mengabdi', 'kepentingan', 'rakyat', '.', 'salah', 'satunya', 'mewujudkan', 'gagasan', 'swasembada', 'pangan', '.', 'pengarahan', 'presiden', 'benarbenar', 'fokus', 'kompak', '.', 'menyukseskan', 'pemerintahan', 'prabowogibran', '.', 'semangat', 'swasembada', 'swasembada', 'ditawar', 'ucapnya.seperti', 'presiden', 'prabowo', 'subianto', 'mengumpulkan', 'jajaran', 'pejabat', 'kabinet', 'merah', 'putih', 'mengikuti', 'pembekalan', '.', 'kegiatan', 'retreat', 'menekankan', 'kebersamaan', 'disiplin', 'kesatuan', 'visi', 'menteri', 'kabinet', 'merah', 'putih.dalam', 'kesempatan', 'akmil', 'magelang', 'mentan', 'amran', 'wamentan', 'sudaryono', 'berdiskusi', 'serius', 'selasela', 'kegiatan', '.', 'kekompakan', 'kebersamaan', 'punggawa', 'kementerian', 'mengurusi', 'produksi', 'pangan', 'rakyat', 'indonesia', 'kerap', 'kali', 'sorotan', 'menteri', '.', 'menteri', 'wamennya', 'kompak', 'nih', 'pertanian', '.', 'mobil', 'golf', 'car', 'aja', 'barengan', 'celetuk', 'salah', 'menteri', 'kabinet', 'merah', 'putih.di', 'suasana', 'diskusi', 'evaluasi', 'kerja', 'solid', 'mencerminkan', 'keharmonisan', 'upaya', 'membangun', 'sektor', 'pertanian', 'indonesia', '.', 'lihat', ':', 'kolaborasi', 'bumn', 'pangan', 'mentan', 'amran', 'optimalkan', 'kemandirian', 'pangan', 'nasional']",nasional
"['suap', 'mantan', 'pejabat', 'ma', 'cermin', 'bobroknya', 'peradilan']","['jakarta', 'suap', 'perkara', 'kasasi', 'gregorius', 'ronald', 'tannur', 'menjerat', 'mantan', 'pejabat', 'mahkamah', 'agung', 'ma', 'zarof', 'ricar', 'zr', 'membuka', 'tabir', 'praktik', 'mafia', 'markus', 'gentayangan', 'peradilan', 'indonesia.terlebih', 'rumah', 'zr', 'mantan', 'kepala', 'balitbang', 'diklat', 'kumdil', 'ma', 'disita', 'uang', 'bernilai', 'fantastis', 'rp', 'miliar', 'kg', 'emas', '.', 'tersangka', 'diduga', 'menerima', 'gratifikasi', '.', 'baca', 'profil', 'zarof', 'ricar', 'eks', 'pejabat', 'ma', 'tersangka', 'suap', 'ronald', 'tannur', 'barang', 'bukti', 'rp', 'miliar', 'kg', 'emas', 'wakil', 'ketua', 'dewan', 'pembina', 'dpp', 'kongres', 'advokat', 'indonesia', 'kai', 'henry', 'indraguna', 'menilai', 'ditetapkannya', 'zarof', 'ricar', 'tersangka', 'perantara', 'suap', 'ronald', 'tannur', 'mencerminkan', 'bobroknya', 'dunia', 'peradilan', 'indonesia', '.', 'pemerhati', 'hukum', 'temuan', 'uang', 'diduga', 'hasil', 'pengurusan', 'perkara', 'aparat', 'memperjualbelikan', 'vonis', 'hukum', 'mengebiri', 'keadilan', 'korban', 'masyarakat', '.', 'menutup', 'pendalaman', 'penyidikan', 'terkuak', 'aktor', 'praktik', 'suap', 'jualbeli', 'penyelesaian', 'perkara', 'henry', 'indraguna', 'anggota', 'dewan', 'pakar', 'partai', 'golkar', 'senin', '.menurut', 'indonesia', 'darurat', 'korupsi', 'menimbulkan', 'krisis', 'kepercayaan', 'masyarakat', '.', 'dinamika', 'krisis', 'kepercayaan', 'masyarakat', 'hukum', 'indonesia', 'akut', 'doktor', 'hukum', 'uns', 'surakarta', 'universitas', 'borobudur', 'jakarta', 'ini.henry', 'berharap', 'pemerintahan', 'prabowogibran', 'penataan', 'sistem', 'mekanisme', 'peradilan', 'terkelola', 'profesional', 'prinsip', 'transparansi', 'akuntabel', '.', 'kejadian', 'terulang', 'pola', 'rewards', 'punishment', '.', 'diberlakukan', 'hakim', 'panitera', 'asn', 'lingkungan', 'ma', '.', 'lihat', ':', 'gpa', 'kejagung', 'usut', 'tuntas', 'sumber', 'uang', 'rp', 'miliar', 'kg', 'emas', 'eks', 'pejabat', 'ma']",nasional
"['profil', 'mehdi', 'hasan', 'jurnalis', 'muslim', 'diancam', 'dibunuh', 'ryan', 'girdusky', 'acara', 'live']","['london', 'jurnalis', 'muslim', 'mehdi', 'hasan', 'viral', 'dikomentari', 'rasis', 'diancam', 'dibunuh', 'ryan', 'girdusky', 'acara', 'diskusi', 'live', 'cnn', '.', 'cnn', 'komentator', 'sayap', 'kanan', 'ryan', 'girdusky', 'diterima', 'tampil', 'live', 'pernyataan', 'rasis', 'acara', 'cnn', 'newsnight', 'with', 'abby', 'phillip.pada', 'acara', 'utama', 'senin', 'jurnalis', 'muslim', 'mehdi', 'hasan', 'mendukung', 'palestina', 'komentator', 'konservatif', 'ryan', 'girdusky', 'menanggapi', 'harap', 'pager', 'berbunyi', '.', 'komentar', 'girdusky', 'merujuk', 'ribuan', 'ledakan', 'pager', 'lebanon', 'menargetkan', 'warga', 'sipil', 'pejuang', 'hizbullah', '.', 'cnn', 'serangan', 'israel.hasan', 'phillip', 'tamu', 'dibunuh', 'tv', 'live', 'girdusky', 'menanggapi', 'keliru', 'menyamakan', 'dukungan', 'hasan', 'palestina', 'kelompok', 'hamas.itu', 'masuk', 'akal', '.', 'phillip', 'girdusky', '.', 'phillip', 'maaf', 'pemirsa', 'pernyataan', 'girdusky', '.', 'girdusky', 'maaf', 'hasan', 'mendukung', 'hamas', 'klaim', 'dibantah', 'phillip', 'hasan.beberapa', 'menit', 'acara', 'jeda', 'iklan', 'phillip', 'pemirsa', 'hasan', 'komentar', 'diterima', 'girdusky', 'girdusky', 'dikeluarkan', 'acara', 'tersebut.ada', 'batas', 'dilanggar', 'diterima', '.', 'diterima', 'jaringan', '.', 'berdiskusi', '.', 'orangorang', 'sependapat', 'berbicara', '.', 'melewati', 'batas', 'kurangnya', 'kesopanan', 'acara', 'phillip', '.', 'lihat', ':', 'fakta', 'hubungan', 'pangeran', 'william', 'harry', 'keluarga', 'persaingan', 'saudara']",internasional
"['perampasan', 'aset', 'tindak', 'pidana', 'pembuktian', 'terbalik']","['romli', 'atmasasmitasetelah', 'undangundang', 'uu', 'tindak', 'pidana', 'korupsi', 'tipikor', 'uu', 'tindak', 'pidana', 'pencucian', 'uang', 'tppu', 'diundangkan', 'terbukti', 'upaya', 'penegakan', 'hukum', 'pemberantasan', 'korupsi', 'mengalami', 'hambatan', 'pengembalian', 'kerugian', 'negara', 'pemulihan', 'aset', 'tindak', 'pidana', 'maksimal', '.', 'disebabkan', 'kitab', 'undangundang', 'hukum', 'acara', 'pidana', 'kuhap', 'uu', 'tipikor', 'uu', 'tppu', 'aquo', 'diatur', 'rinci', 'hukum', 'materiil', 'hukum', 'formil', 'norma', 'prosedur', 'perampasan', 'aset', 'tipikor', 'dioptimalkan', '.', 'pertimbangan', 'ruu', 'perampasan', 'aset', 'tindak', 'pidana', 'dikemukakan', 'b', 'perkembangan', 'tindak', 'pidana', 'bertujuan', 'keuntungan', 'ekonomis', 'berpotensi', 'merusak', 'tatanan', 'perekonomian', 'nasional', 'mengurangi', 'kemampuan', 'pemerintah', 'indonesia', 'mewujudkan', 'kesejahteraan', 'pengaturan', 'perampasan', 'aset', 'terkait', 'tindak', 'pidana', '.', 'ruu', 'perampasan', 'aset', 'tindak', 'pidana', 'bertujuan', 'menghukum', 'pelakupemilik', 'aset', 'diduga', 'berasal', 'tindak', 'pidana', 'dikemukakan', 'pasal', 'angka', ':', 'perampasan', 'aset', 'tindak', 'pidana', 'perampasan', 'aset', 'upaya', 'paksa', 'negara', 'mengambil', 'alih', 'penguasaan', 'danatau', 'kepemilikan', 'aset', 'tindak', 'pidana', 'berdasarkan', 'putusan', 'pengadilan', 'memperoleh', 'kekuatan', 'hukum', 'didasarkan', 'penghukuman', 'pelakunya', '.', 'baca', 'perampasan', 'aset', 'tindak', 'pidana', 'pola', 'perampasan', 'aset', 'tindak', 'pidana', 'diatur', 'ruu', 'perampasan', 'aset', 'tindak', 'pidana', 'menganut', 'perampasan', 'aset', 'tindak', 'pidana', 'dikenal', 'in', 'rem', 'forfeiutre', 'menganut', 'in', 'personam', 'forefeiture', 'perampasan', 'aset', 'tindak', 'pidana', 'berdasarkan', 'putusan', 'pengadilan', 'berkekuatan', 'hukum', 'menjatuhkan', 'hukuman', 'pelaku', 'tindak', 'pidanapemilik', 'aset', 'tindak', 'pidana', 'dibuktikan', 'asalusul', 'perolehannya', 'sah', '.', 'ruu', 'perampasan', 'aset', 'tindak', 'pidana', 'menganut', 'pendekatan', 'inrem', 'forefeiture', 'arti', 'dijadikan', 'target', 'perampasan', 'aset', 'tindak', 'pidana', 'pelaku', 'tindak', 'pidana', 'menguasai', 'aset', 'tindak', 'pidana', '.', 'perampasan', 'aset', 'inrem', 'forfeiture', 'bertujuan', 'menghukum', 'pelaku', 'tindak', 'pidananya', '.', 'pola', 'pendekatan', 'relatif', 'ruu', 'perampasan', 'aset', 'tindak', 'pidana', 'perubahan', 'mendasar', 'strategi', 'pemberantasan', 'tindak', 'pidana', 'tindak', 'pidana', 'korupsi', 'berhasil', 'dipraktikkan', 'negara', 'anggota', 'uni', 'eropa', 'amerika', 'serikat', '.', 'perubahan', 'mengakibatkan', 'perubahan', 'hukum', 'pidana', 'formil', 'hukum', 'acara', 'perampasan', 'aset', 'tindak', 'pidana', 'perampasan', 'berdasarkan', 'prosedur', 'gugatan', 'keperdataan', 'dilaksanakan', 'jaksa', 'perdatun', 'tata', 'usaha', 'negara', 'jadatun', '.', 'ruu', 'perampasan', 'aset', 'tindak', 'pidana', 'prosedur', 'hukum', 'acara', 'perampasan', 'tahap', ':', 'a', 'penelusuran', 'b', 'penghentian', 'transaksi', 'c', 'pemblokiran', 'd', 'penyitaan', '.', 'perampasan', 'aset', 'pidana', 'berdasarkan', 'putusan', 'pengadilan', 'berkekuatan', 'hukum', 'didasarkan', 'penghukuman', 'pelakunya', '.', 'jaksa', 'pengacara', 'negara', 'wajib', 'dalildalil', 'dasar', 'permohonan', 'wajib', 'membuktikan', 'aset', 'dimohonkan', 'dirampas', 'aset', 'tindak', 'pidana', 'pasal', 'berkeberatan', 'pemohonan', 'jaksa', 'pengacara', 'negara', 'diwajibkan', 'mengajukan', 'upaya', 'hukum', 'perlawanan', '.', 'alat', 'bukti', 'diatur', 'ruu', 'perampasan', 'aset', 'tindak', 'pidana', 'diatur', 'ketentuan', 'alat', 'bukti', 'penyataan', 'affidavit', 'penyedia', 'layanan', 'aset', 'dimohonkan', 'akun', 'benda', 'berwujud', 'saham', '.', 'merujuk', 'ketentuan', 'pasal', 'permohonan', 'perampasan', 'aset', 'tindak', 'pidana', 'menghapuskan', 'kewenangan', 'penuntutan', 'pasal', 'penuntutan', 'tindak', 'pidana', 'objek', 'aset', 'tindak', 'pidana', 'aset', 'tindak', 'pidana', 'dimohonkan', 'dirampas', 'permohonan', 'perampasan', 'aset', 'tindak', 'pidana', 'proses', 'gugatan', 'ditunda', 'putusan', 'pengadilan', 'berkekuatan', 'hukum', 'pelakunya', '.', 'lihat', ':', 'kausa', 'kejahatan', 'viktimisasi']",nasional
"['kapolri', 'terima', 'penghargaan', 'raja', 'malaysia', 'alwi', ':', 'pengakuan', 'prestasi', 'dedikasi']","['jakarta', 'kapolri', 'jenderal', 'polisi', 'listyo', 'sigit', 'prabowo', 'dijadwalkan', 'menerima', 'penghargaan', 'panglima', 'gagah', 'pasukan', 'polis', 'raja', 'malaysia', 'sultan', 'ibrahim', '.', 'penghargaan', 'istana', 'negara', 'malaysia', 'ini.pendiri', 'haidar', 'alwi', 'institute', 'hai', 'r', 'haidar', 'alwi', 'menilai', 'penghargaan', 'bentuk', 'pengakuan', 'negara', 'prestasi', 'dedikasi', 'polri', 'kepemimpinan', 'kapolri', 'jenderal', 'polisi', 'listyo', 'sigit', 'prabowo.baik', 'menjaga', 'keamanan', 'nasional', 'kawasan', 'hubungan', 'kerja', 'antarnegara', 'sahabat', 'polisi', 'diraja', 'malaysia', '.', 'baca', 'perwira', 'polisi', 'berpangkat', 'kompol', 'dimutasi', 'kapolda', 'metro', 'jaya', 'namanamanya', 'prestasi', 'dedikasi', 'polri', 'kepemimpinan', 'kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'diakui', 'dunia', 'menjadikannya', 'layak', 'diganjar', 'penghargaan', 'r', 'haidar', 'alwi', 'rabu', '.haidar', 'mengungkap', 'hasil', 'riset', 'international', 'police', 'science', 'association', 'ipsa', 'berbasis', 'amerika', 'serikat', 'berkolaborasi', 'institute', 'for', 'economic', 'and', 'peace', 'iep', 'terdaftar', 'autralia', '.', 'baca', 'perwira', 'lemdiklat', 'polri', 'dimutasi', 'september', 'kapolres', 'ketua', 'stik', 'laporan', 'bertajuk', 'world', 'internal', 'security', 'and', 'police', 'index', 'wispi', 'ipsa', 'iep', 'mengukur', 'kemampuan', 'kepolisian', 'negara', 'menjaga', 'keamanan', 'ketertiban', 'masyarakat', 'keselamatan', 'anggotanya.hasilnya', 'polri', 'menempati', 'peringkat', 'negara', 'peringkat', 'dibanding', 'posisi', 'negara', '.', 'salah', 'varibel', 'polri', 'terbaik', 'dunia', 'jelasnya.gallup', 'lembaga', 'survei', 'amerika', 'serikat', 'mengakui', 'kinerja', 'positif', 'polri', '.', 'mengukur', 'persepsi', 'masyarakat', 'kinerja', 'kepolisian', 'negara', 'mewawancarai', '.', 'orang', 'dewasa.dari', 'laporan', 'global', 'law', 'and', 'order', 'dirilis', 'gallup', 'polri', 'kepemimpinan', 'kapolri', 'jenderal', 'listyo', 'sigit', 'prabowo', 'masuk', 'polisi', 'kinerja', 'terbaik', 'dunia', 'pungkas', 'r', 'haidar', 'alwi', 'lihat', ':', 'wujudkan', 'program', 'swasembada', 'pangan', 'polri', 'rekrut', 'bintara', 'pertanian', 'cip']",nasional
"['truk', 'tabrak', 'halte', 'israel', 'sopir', 'ditembaki', 'warga', 'yahudi']","['tel', 'aviv', 'orang', 'terluka', 'kondisi', 'kritis', 'ringan', 'truk', 'menabrak', 'halte', 'bus', 'glilot', 'israel', 'minggu', '.', 'orang', 'kondisi', 'kritis', 'sourasky', 'medical', 'center', '.', 'magen', 'david', 'adom', 'paramedis', 'merawat', 'enam', 'orang', 'terluka', 'parah', 'orang', 'terluka', 'sedang.sekitar', 'orang', 'mengalami', 'luka', 'ringan', 'orang', 'menderita', 'kecemasan', 'dirawat', 'medis', 'mda', 'seraya', 'korban', 'orang', 'dewasa.melansir', 'times', 'of', 'israel', 'mda', 'memindahkan', 'korban', 'luka', 'sourasky', 'medical', 'center', 'rabin', 'medical', 'centerbeilinson', 'campus', 'meir', 'medical', 'center', 'laniado', 'hospital', 'shamir', 'medical', 'center', 'sheba', 'medical', 'center.polisi', 'israel', 'warga', 'sipil', 'kejadian', 'menembaki', 'pengemudi', 'truk', '.', 'polisi', 'mencatat', 'pemeriksaan', 'bus', 'berhenti', 'halte', 'bus', 'daerah', 'truk', 'menabrak', 'bus', 'orangorang', 'berdiri', 'halte', 'bus.menurut', 'media', 'israel', 'polisi', 'memperlakukan', 'insiden', 'serangan', 'teror.relawan', 'paramedis', 'united', 'hatzalah', 'aharon', 'yaakobson', 'lokasi', 'kejadian', 'kali', 'lokasi', 'kejadian', 'paramedis', 'yaron', 'schiff', 'eliyah', 'tubul', 'yair', 'porush', 'melaporkan', 'lokasi', 'kejadian', 'sulit', 'truk', 'bus', 'pejalan', 'kaki', '.', 'perawatan', 'lokasi', 'kejadian', 'orang', 'tahap', 'mengalami', 'tingkat', 'cedera', '.', 'baca', 'citra', 'satelit', 'tunjukkan', 'fasilitas', 'senjata', 'nuklir', 'iran', 'target', 'serangan', 'israel', 'diselamatkan', 'petugas', 'pemadam', 'kebakaran', 'kondisi', 'serius', 'terjebak', 'truk', '.', 'anggota', 'unit', 'tanggap', 'krisis', 'psikotrauma', 'united', 'hatzalah', 'bantuan', 'lokasi', 'kejadian', 'orang', 'menderita', 'syok', 'emosional.polisi', 'pasukan', 'dikerahkan', 'daerah', 'pengemudi', 'mengalihkan', 'rute', 'daerah', '.', 'lihat', ':', 'dosa', 'israel', 'indonesia', 'salah', 'satunya', 'lukai', 'tni', 'ahm']",internasional
"['arab', 'saudi', 'buka', 'sindalah', 'pulau', 'mewah', 'neom', 'impian', 'pangeran', 'mohammed', 'bin', 'salman']","['riyadh', 'kota', 'futuristik', 'arab', 'saudi', 'neom', 'mengumumkan', 'pembukaan', 'sindalah', 'minggu', '.', 'sindalah', 'pulau', 'mewah', 'laut', 'merah', 'dilengkapi', 'restoran', 'hotel', 'berlabuh', 'kapal', 'pesiar.neom', 'kota', 'impian', 'digagas', 'putra', 'mahkota', 'arab', 'saudi', 'mohammed', 'bin', 'salman', 'menggambarkan', 'sindalah', 'pameran', 'fisik', 'pertamanya.yang', 'berfungsi', 'pintu', 'gerbang', 'neom', 'laut', 'merah', 'menyediakan', 'akses', 'mudah', 'pemilik', 'kapal', 'pesiar', 'eropa', 'saudi', 'gcc', 'dewan', 'kerjasama', 'teluk', 'otoritas', 'neom', '.', 'baca', 'mohammed', 'bin', 'salman', 'pulau', 'mewah', 'neom', 'rentetan', 'fasilitasnya', 'neom', 'berkomitmen', 'mendukung', 'era', 'pariwisata', 'mewah', 'kerajaan', 'pembukaan', 'sindalah', 'imbuh', 'ceo', 'neom', 'nadhmi', 'alnasr', 'pernyataan', 'dikutip', 'al', 'arabiya', 'english', 'senin', '.', 'destinasi', 'perdana', 'neom', 'menawarkan', 'pengunjung', 'pandangan', 'portofolio', 'destinasi', 'pengembangan', 'luas', 'paparnya.sindalah', 'tersebar', 'lahan', 'seluas', '.', 'meter', 'persegi', 'hektare', 'menerima', '.', 'tamu', 'imbuh', 'pernyataan', 'bos', 'neom.pertama', 'kali', 'diumumkan', 'putra', 'mahkota', 'arab', 'saudi', 'mohammed', 'bin', 'salman', 'desember', 'neom', 'pembukaan', 'sindalah', 'menandai', 'tonggak', 'sejarah', 'menarik', 'kemajuan', 'neom.gelombang', 'tamu', 'undangan', 'disambut', 'sindalah', 'merasakan', 'daya', 'tarik', 'pulau', 'laporan', 'saudi', 'press', 'agency', 'spa.neom', 'mengubah', 'sindalah', 'ide', 'kenyataan', 'hasil', 'upaya', 'kerja', 'keras', '.', 'menandai', 'langkah', 'mewujudkan', 'ambisi', 'pariwisata', 'kerajaan', 'visi', 'saudi', 'kemampuan', 'neom', 'merancang', 'menghadirkan', 'destinasi', 'menarik', 'imbuh', 'pernyataan', 'alnasr', '.', 'lihat', ':', 'who', 'kolaborasi', 'arab', 'saudi', 'inisiatif', 'kartu', 'kesehatan', 'haji', 'mas']",internasional
"['pasukan', 'korea', 'utara', 'tugas', 'usir', 'pasukan', 'ukraina', 'kursk', 'rusia']","['moskow', 'pasukan', 'korea', 'utara', 'dikerahkan', 'rusia', 'beroperasi', 'wilayah', 'perbatasan', 'kursk', 'pasukan', 'ukraina', 'berpijak', '.', 'tugas', 'mengusir', 'pasukan', 'ukraina', 'wilayah', '.', 'sekretaris', 'jenderal', 'nato', 'mark', 'rutte', 'mengonfirmasi', 'pengerahan', 'bermingguminggu', 'berspekulasi', 'menyusul', 'pertemuan', 'pejabat', 'intelijen', 'pertahanan', 'korea', 'selatan', 'senin.kepala', 'nato', 'dilantik', 'pengerahan', 'eskalasi', 'signifikan', 'ekspansi', 'berbahaya', 'perang', 'rusia', 'ukraina.minggu', 'presiden', 'vladimir', 'putin', 'menolak', 'menyangkal', 'pasukan', 'korea', 'utara', 'rusia', 'menyusul', 'laporan', 'pyongyang', 'mengirim', 'ribuan', 'pasukan', 'membantu', 'sekutunya.badan', 'matamata', 'korea', 'selatan', '.', 'tentara', 'korea', 'utara', 'rusia', 'mendorong', 'seoul', 'mengeluarkan', 'teguran', 'diplomatik', 'keras', 'moskow', '.', 'baca', 'cawapres', 'partai', 'republik', 'tegaskan', 'as', 'berperang', 'rusia', 'alasannya', 'intervensi', 'rutte', 'senin', 'menandai', 'kalinya', 'nato', 'resmi', 'mengakui', 'pasukan', 'pyongyang', 'beroperasi', 'rusia', '.', 'korea', 'utara', 'mengirim', 'jutaan', 'amunisi', 'rudal', 'balistik', 'moskow', 'ukraina.sebagai', 'balasannya', 'presiden', 'putin', 'setuju', 'mengirim', 'teknologi', 'militer', 'dukungan', 'membantu', 'korea', 'utara', 'menghindari', 'sanksi', 'internasional', 'rutte', '.', 'kemitraan', 'merusak', 'perdamaian', 'keamanan', 'global.melansir', 'bbc', 'peringatannya', 'pasukan', 'korea', 'utara', 'beroperasi', 'kursk', 'menimbulkan', 'kekhawatiran', 'kota', 'barat', '.', 'bentrokan', 'berlanjut', 'pasukan', 'moskow', 'kyiv', 'pasukan', 'ukraina', 'kali', 'memasuki', 'wilayah', 'operasi', 'kejutan', '.', 'lihat', ':', 'presiden', 'joe', 'biden', 'syarat', 'ukraina', 'menyerang', 'pasukan', 'korea', 'utara', 'ahm']",internasional
